"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.94385423348572e-73,0.86864904992522,0.959,0.922,9.08767801877042e-69,"4","MBNL1"
3.11254465938554e-73,0.951955148111861,0.914,0.809,9.60842536352317e-69,"4","TNFAIP3"
3.15742002436116e-73,1.48946973552416,0.511,0.224,9.7469556152029e-69,"4","TRAC"
7.42513502570459e-73,0.834851574774273,0.897,0.875,2.29213918243501e-68,"4","SARAF"
9.22652352695189e-71,1.04581387079556,0.81,0.565,2.84822781277005e-66,"4","STAT4"
5.47268965581442e-69,1.3653942044408,0.723,0.444,1.68941929674991e-64,"4","ZEB1"
2.3053888220589e-67,1.36503332957283,0.642,0.367,7.11673529369582e-63,"4","TNIK"
8.83603173031258e-65,1.5959300543983,0.638,0.42,2.72768299514749e-60,"4","DUSP16"
7.76867732031348e-63,1.15597460708468,0.68,0.417,2.39819068878077e-58,"4","CLEC2D"
1.35620659063483e-62,1.21375245875594,0.699,0.463,4.18660974528971e-58,"4","CDC14A"
2.8302782508752e-62,1.39288004668817,0.42,0.17,8.73706896045175e-58,"4","ZNF831"
6.05708413278618e-61,1.16534093739778,0.544,0.267,1.86982187179109e-56,"4","INPP4B"
2.99518687784215e-60,1.49258694812855,0.633,0.373,9.24614189189872e-56,"4","LTB"
6.36589521116657e-58,0.933939873880373,0.854,0.659,1.96515185168712e-53,"4","RHOH"
7.06283546736955e-57,0.860534464650789,0.844,0.73,2.18029730877698e-52,"4","PPP2R5C"
1.58057290618266e-56,1.10923914385626,0.454,0.194,4.87922856138587e-52,"4","CD3G"
5.71153795526953e-56,0.87146568722534,0.772,0.51,1.76315176679171e-51,"4","GNG2"
1.77331935564947e-55,1.40398713071067,0.565,0.326,5.4742368508899e-51,"4","NCK2"
1.29659912635397e-54,1.31424322965416,0.691,0.503,4.00260150305469e-50,"4","NIBAN1"
5.99281777637522e-53,0.693324918956147,0.962,0.953,1.84998284756703e-48,"4","BTG1"
5.90204801440276e-52,0.3842184316408,1,1,1.82196222204613e-47,"4","MALAT1"
6.7896542577862e-52,1.64155783658916,0.265,0.089,2.0959662693786e-47,"4","LEF1"
4.05022131938587e-51,2.10925253453371,0.281,0.104,1.25030332129442e-46,"4","IL12RB2"
3.89503242013939e-49,1.04842647653096,0.461,0.216,1.20239650809703e-44,"4","CD7"
4.22037130789789e-49,1.34337662582095,0.346,0.14,1.30282862274808e-44,"4","KLRB1"
9.8629948320473e-47,0.74367174259424,0.874,0.805,3.044706504653e-42,"4","STK17B"
2.03832681988595e-46,1.48040821328876,0.442,0.237,6.29231489298793e-42,"4","PBXIP1"
2.3100115985838e-46,0.637754134531768,0.934,0.829,7.13100580482818e-42,"4","CDC42SE2"
6.17508834588746e-46,0.816453293405547,0.858,0.817,1.90624977237546e-41,"4","EML4"
7.07182263409843e-46,1.22848324388127,0.652,0.478,2.18307164714618e-41,"4","ABCC1"
1.48845665354981e-45,0.986749181732064,0.767,0.63,4.59486568950827e-41,"4","FOXO1"
4.60591278797915e-44,1.4928219048209,0.416,0.209,1.42184527764916e-39,"4","TSPAN5"
8.63648802768711e-43,0.638726134081163,0.768,0.578,2.66608385414701e-38,"4","PRKCH"
3.40883777522208e-42,0.642260411414236,0.904,0.867,1.05230822121106e-37,"4","SRSF7"
7.47152050994461e-42,1.83751852230335,0.386,0.206,2.3064583814199e-37,"4","TBC1D4"
1.46615092387015e-41,1.64981822354449,0.26,0.099,4.52600790198716e-37,"4","TESPA1"
2.64098426845799e-41,0.74778550713359,0.802,0.676,8.15271843672983e-37,"4","CYTIP"
7.36068603742605e-41,1.46223087563831,0.333,0.148,2.27224377975342e-36,"4","TIGIT"
1.41685991742188e-40,0.816541685382964,0.742,0.612,4.37384656508134e-36,"4","PDCD4"
6.49249778199997e-40,1.63820405170414,0.302,0.132,2.00423406530339e-35,"4","LINC00649"
1.74902017473724e-39,0.817804585578849,0.653,0.445,5.39922527941386e-35,"4","PDE3B"
2.43782610142717e-39,0.970866612537666,0.678,0.506,7.52556917510568e-35,"4","IKZF1"
3.30630237607704e-39,1.08061605446711,0.6,0.423,1.02065554349498e-34,"4","STAT5B"
3.74159788606086e-39,1.34700980498474,0.503,0.319,1.15503126742699e-34,"4","TTC39C"
7.52820652089371e-39,0.907494844205199,0.725,0.571,2.32395735299989e-34,"4","BIRC3"
2.10844432039638e-38,1.18809941552578,0.489,0.291,6.50876761706362e-34,"4","OXNAD1"
3.37849058871986e-38,1.07632692365607,0.617,0.473,1.04294004473782e-33,"4","LEPROTL1"
4.22029359953604e-38,1.11137816380559,0.358,0.166,1.30280463417677e-33,"4","LCK"
1.27697103432146e-37,1.02763620272659,0.618,0.458,3.94200958295035e-33,"4","CASK"
9.41953454188094e-37,1.23723828829016,0.306,0.133,2.90781031307865e-32,"4","TRAT1"
5.56570600344195e-36,1.20196176530165,0.42,0.226,1.71813344326253e-31,"4","P2RY10"
7.51811660193066e-36,0.743233698921156,0.806,0.736,2.32084259501599e-31,"4","LINC00513"
2.25668414584356e-35,0.786961367158741,0.772,0.708,6.96638395821906e-31,"4","LINC-PINT"
2.37758317591034e-35,0.674775459428194,0.861,0.772,7.33959926403521e-31,"4","ZC3HAV1"
3.56902996161699e-35,0.77170728553518,0.768,0.664,1.10175954915116e-30,"4","RNF19A"
5.19187533017957e-35,1.27083603926478,0.285,0.122,1.60273191442643e-30,"4","SH2D2A"
9.78639929592294e-35,0.661221687499946,0.869,0.85,3.02106146265141e-30,"4","ARID4B"
1.48527640856965e-34,1.23747909098827,0.344,0.166,4.58504827325451e-30,"4","PRKCQ"
3.38745423195073e-34,1.17249488627835,0.319,0.149,1.04570712140319e-29,"4","GATA3"
3.03933515696161e-33,1.01275636267686,0.39,0.199,9.38242762954048e-29,"4","ITM2A"
1.24992413650805e-32,1.70456042612478,0.302,0.148,3.85851580940034e-28,"4","IKZF2"
3.12971067171723e-32,0.663604860665806,0.794,0.688,9.6614168435911e-28,"4","STK17A"
3.74723756751383e-32,1.28876928079361,0.514,0.344,1.15677223709152e-27,"4","GLCCI1"
4.43342743543627e-32,0.836416941176,0.864,0.871,1.36859904931918e-27,"4","ANKRD12"
4.48319587606221e-32,1.79604840574787,0.334,0.178,1.38396256694041e-27,"4","IL2RA"
2.2513605073315e-31,1.48918441363806,0.302,0.148,6.94994988613234e-27,"4","LRIG1"
4.7653985428312e-31,0.948694530767283,0.815,0.764,1.47107853017199e-26,"4","FOXP1"
1.3079602692305e-30,0.791004530738542,0.615,0.418,4.03767335111455e-26,"4","PPP1R16B"
2.79013769279076e-30,0.608933774572854,0.871,0.789,8.61315505764508e-26,"4","ARHGAP15"
2.92883287748816e-30,0.6595591627835,0.784,0.717,9.04130709280595e-26,"4","NR3C1"
1.42402861788355e-29,1.24795280425091,0.463,0.314,4.39597634340652e-25,"4","HNRNPLL"
1.52129941721652e-29,1.24805855052975,0.478,0.329,4.6962513009474e-25,"4","MAF"
2.1224746719387e-29,1.52473687541874,0.292,0.146,6.55207931227476e-25,"4","BTBD11"
2.34537602764381e-29,1.00974040887207,0.528,0.373,7.24017579733644e-25,"4","CASP8"
2.58602668263196e-29,0.81877611269839,0.764,0.772,7.98306436928485e-25,"4","SOD1"
1.10190951005592e-28,0.930200177916744,0.361,0.188,3.40159465754263e-24,"4","THEMIS"
2.31787505286586e-28,0.510040323473779,0.879,0.727,7.1552802881969e-24,"4","CD69"
4.55541324195757e-28,1.1711515166623,0.419,0.252,1.4062560677923e-23,"4","IL21R"
5.90652920928544e-28,0.965259113330817,0.715,0.689,1.82334556690642e-23,"4","EPC1"
6.78095513498746e-28,1.20832709493036,0.566,0.453,2.09328085017063e-23,"4","CRY1"
6.95974120170751e-28,1.22252101550913,0.301,0.148,2.14847210896711e-23,"4","PYHIN1"
1.05951933015956e-27,0.925442862661677,0.506,0.332,3.27073617220256e-23,"4","TENT5C"
1.3169544420043e-27,0.966184810797458,0.716,0.648,4.06543836246729e-23,"4","HERC1"
1.36232612362914e-27,0.632425139682513,0.886,0.866,4.20550074364317e-23,"4","FAM107B"
1.49464113734043e-27,0.635716051079867,0.737,0.604,4.61395719096991e-23,"4","CBLB"
2.06189726981605e-27,1.25315528821584,0.458,0.297,6.36507687192215e-23,"4","ANK3"
3.83335803215498e-27,1.24819602771568,0.275,0.133,1.18335762452624e-22,"4","LAT"
4.40323594687395e-27,1.48070439162558,0.309,0.164,1.35927893679999e-22,"4","IPCEF1"
4.5850955720982e-27,0.94964379022933,0.619,0.485,1.41541900310672e-22,"4","GPRIN3"
6.69079353386898e-27,1.35290999651924,0.525,0.414,2.06544796390535e-22,"4","PHACTR2"
1.67993603757633e-26,1.50664333740862,0.294,0.156,5.18596254799814e-22,"4","TNFRSF9"
2.69243030094302e-26,1.76657082815785,0.423,0.299,8.3115323390111e-22,"4","STAM"
5.778869472567e-26,1.00076514635879,0.535,0.412,1.78393700618143e-21,"4","IL2RG"
7.53799963531893e-26,0.788786627364154,0.694,0.59,2.32698048742295e-21,"4","LRBA"
1.26328627300556e-25,1.59394542636902,0.279,0.145,3.89976472476818e-21,"4","WAKMAR2"
1.56597998150052e-25,0.754668721602438,0.76,0.74,4.8341802028921e-21,"4","STAT3"
5.04759563781473e-25,0.857271392740902,0.551,0.388,1.55819277339341e-20,"4","RIPOR2"
9.71174173558715e-25,1.46813252539231,0.361,0.224,2.99801467377575e-20,"4","RCAN3"
1.55872779440628e-24,0.760780232281161,0.725,0.688,4.81179270133217e-20,"4","NOP58"
1.72439661947358e-24,1.13681792575094,0.442,0.301,5.32321236431495e-20,"4","OPTN"
1.84177231172537e-24,0.825587710204114,0.732,0.675,5.68555112629621e-20,"4","LDLRAD4"
3.4532742145364e-24,0.892415016381258,0.336,0.185,1.06602575002739e-19,"4","MPZL3"
4.04623304122929e-24,1.46053582037805,0.272,0.143,1.24907213982748e-19,"4","CD27"
8.24971126066626e-24,0.645092204198062,0.75,0.725,2.54668586616767e-19,"4","DDX24"
1.47236550826154e-23,1.33567263766269,0.364,0.227,4.54519232400337e-19,"4","ARNTL"
1.53942736808594e-23,0.96576629381485,0.532,0.391,4.75221228528131e-19,"4","TRAF1"
4.52067287988178e-23,1.01022926238158,0.639,0.578,1.39553171801951e-18,"4","RAPGEF6"
7.35509701370539e-23,0.778917771303756,0.611,0.505,2.27051844813085e-18,"4","CCSER2"
7.8371858287068e-23,0.507649773014828,0.881,0.806,2.41933926532179e-18,"4","SAMSN1"
2.84397974093115e-22,0.927242619382947,0.636,0.549,8.77936546025446e-18,"4","CYTOR"
7.22716382530079e-22,0.562301550125304,0.844,0.835,2.23102547287035e-17,"4","GLS"
1.00342847863037e-21,0.953789731471108,0.622,0.532,3.09758371353195e-17,"4","NEDD9"
2.09880821065858e-21,0.576823051594859,0.779,0.718,6.47902094630303e-17,"4","ARID5B"
2.41171664777377e-21,1.19500711156494,0.445,0.324,7.44496929167762e-17,"4","MRPL1"
2.41502770874737e-21,0.700415958723174,0.789,0.776,7.45519053690313e-17,"4","ZFP36L2"
2.86512935524605e-21,1.29173098650758,0.254,0.132,8.84465431964455e-17,"4","SLAMF1"
2.88016390754016e-21,0.455318263055603,0.876,0.854,8.89106598257647e-17,"4","FNBP1"
4.25551199947532e-21,0.64581352350161,0.666,0.555,1.31367655423803e-16,"4","SYTL3"
4.64394070442412e-21,0.934441948890791,0.48,0.351,1.43358449545573e-16,"4","AC058791.1"
5.46403554414383e-21,0.452760568639083,0.844,0.832,1.6867477724772e-16,"4","SMCHD1"
6.06659591729633e-21,0.504334516578631,0.698,0.54,1.87275815966938e-16,"4","SLC38A1"
6.66030396638677e-21,1.01334202581919,0.503,0.386,2.0560358344236e-16,"4","CRYBG1"
8.72704413333131e-21,0.90164421563024,0.448,0.309,2.69403852395937e-16,"4","LBH"
9.28725105287992e-21,0.574746499385558,0.809,0.764,2.86697440002403e-16,"4","ATXN1"
1.28889333282677e-20,0.988135453367185,0.357,0.216,3.97881371843624e-16,"4","RASGRP1"
1.7535049628337e-20,0.857455869003991,0.574,0.499,5.41306982026763e-16,"4","IL6ST"
2.66550808534063e-20,0.902255289251145,0.531,0.431,8.22842345944651e-16,"4","AAK1"
3.05413611628165e-20,0.978823916189656,0.587,0.511,9.42811819096145e-16,"4","APBB1IP"
3.82920832135198e-20,1.38951684003539,0.316,0.194,1.18207660880136e-15,"4","CEP120"
4.62736036358513e-20,1.16165208118562,0.309,0.185,1.42846614423873e-15,"4","GBP5"
1.34891248401979e-19,1.29939796900601,0.268,0.151,4.1640928381691e-15,"4","GRAMD2B"
2.38558314863793e-19,0.503549410577395,0.763,0.737,7.36429517984528e-15,"4","ARHGDIB"
2.8964041720792e-19,1.16764390193559,0.355,0.23,8.94119967920851e-15,"4","HELB"
3.02817980738518e-19,0.832181971513578,0.358,0.218,9.34799106539806e-15,"4","LINC01934"
3.95545350596508e-19,0.415676605241385,0.846,0.877,1.22104849729142e-14,"4","EEF1D"
3.99811563460048e-19,1.02786601677904,0.316,0.187,1.23421829640117e-14,"4","TSHZ2"
5.52300346872521e-19,0.540842120211891,0.829,0.801,1.70495117079547e-14,"4","CREM"
5.8355234366652e-19,0.647128882742704,0.836,0.836,1.80142608489855e-14,"4","TANK"
6.01140623642333e-19,0.495654236339428,0.771,0.73,1.85572110518388e-14,"4","STK4"
6.51670932697885e-19,0.59890807682195,0.765,0.747,2.01170816923837e-14,"4","CELF2"
1.91446519481064e-18,0.952059600804783,0.435,0.316,5.90995405638045e-14,"4","PIK3IP1"
2.30146001282757e-18,0.412716509663427,0.805,0.757,7.10460705959872e-14,"4","SMAP2"
3.02279679659829e-18,1.05982585348359,0.497,0.396,9.33137371109892e-14,"4","DUSP4"
3.87302212611036e-18,0.767080210419189,0.601,0.529,1.19560193033027e-13,"4","SPTAN1"
4.03903136647014e-18,0.583050536921231,0.542,0.396,1.24684898282933e-13,"4","KLF12"
4.74387570071711e-18,0.296892516228052,0.956,0.977,1.46443442881137e-13,"4","JUND"
6.8216595339161e-18,0.977687420417532,0.428,0.315,2.1058462981199e-13,"4","ATP2B4"
1.42449017918376e-17,0.674949925425298,0.638,0.561,4.39740118314028e-13,"4","CDK17"
1.69276110234012e-17,0.940812029858019,0.292,0.172,5.22555352292394e-13,"4","LIME1"
2.45497847534768e-17,0.688878656774839,0.652,0.572,7.57851855339827e-13,"4","PITPNC1"
2.53156673454121e-17,1.01649805059656,0.393,0.279,7.81494650952871e-13,"4","ODF2L"
2.61995101146909e-17,0.812120095792004,0.553,0.455,8.08778877240509e-13,"4","CEP85L"
3.02044818629861e-17,0.772664650635972,0.499,0.372,9.32412355110382e-13,"4","NFATC2"
3.65114768074867e-17,0.68218010442727,0.664,0.651,1.12710928904711e-12,"4","PPP1R2"
6.03543191260192e-17,0.678346968138313,0.64,0.549,1.86313783142021e-12,"4","FYB1"
6.97581342221815e-17,1.18739760140371,0.298,0.186,2.15343360343874e-12,"4","FAS"
8.57928824485464e-17,1.14191036421857,0.409,0.296,2.64842628118663e-12,"4","ITPKB"
8.8356364383112e-17,0.9338565235991,0.412,0.295,2.72756096850667e-12,"4","CCND2"
9.57837317613476e-17,0.494105558938732,0.886,0.886,2.9568437994728e-12,"4","CHD2"
1.19732609812051e-16,0.278832059554328,0.944,0.964,3.69614566489801e-12,"4","DDX5"
1.50754733428979e-16,0.892038096353428,0.327,0.203,4.65379862095259e-12,"4","TC2N"
1.89422441591994e-16,0.9615807430543,0.399,0.282,5.84747077194487e-12,"4","CCDC88C"
2.3316460710468e-16,1.10540473193868,0.435,0.341,7.19779142132148e-12,"4","SOCS1"
4.57917386154673e-16,0.807584569994117,0.306,0.184,1.41359097105948e-11,"4","SLFN12L"
7.97778214037448e-16,0.874128531300397,0.607,0.571,2.4627413467336e-11,"4","TAB2"
9.50792736500017e-16,1.17532241630561,0.33,0.228,2.93509717757555e-11,"4","TMEM245"
1.04495775119896e-15,0.325400659208078,0.928,0.947,3.22578457795119e-11,"4","RPS3"
1.70019831991076e-15,0.769412338736086,0.617,0.591,5.24851221356451e-11,"4","FAM177A1"
2.0459059159772e-15,0.314150514297546,0.994,0.994,6.31571156262162e-11,"4","B2M"
2.71309824856203e-15,1.11512792095314,0.513,0.447,8.37533429331099e-11,"4","MAP3K5"
3.72124241536335e-15,0.389666923168974,0.913,0.929,1.14874753362267e-10,"4","HSPA8"
4.03768755831582e-15,0.661199959053484,0.605,0.544,1.2464341492521e-10,"4","TSPYL2"
4.72279415524785e-15,1.45090275840128,0.277,0.183,1.45792655572501e-10,"4","TMEM173"
4.92789192710593e-15,0.715926612957339,0.598,0.569,1.5212402378976e-10,"4","G3BP2"
9.50126212057451e-15,0.703359024936817,0.555,0.499,2.93303961662135e-10,"4","C12orf57"
9.97208278811982e-15,0.553413699335703,0.596,0.508,3.07838195669259e-10,"4","ISG20"
1.06315481375439e-14,0.791509933465173,0.625,0.568,3.2819589100598e-10,"4","JMY"
1.1847977971747e-14,0.291911577629981,0.969,0.982,3.65747079987829e-10,"4","RPL13"
1.20799564304769e-14,0.664426024843471,0.48,0.375,3.72908255008822e-10,"4","PTPN22"
1.24479018816806e-14,0.772286192457243,0.544,0.479,3.84266731087481e-10,"4","EVL"
1.92187745780012e-14,0.276669577432619,0.944,0.967,5.93283571222896e-10,"4","RPS19"
2.15921743166106e-14,0.817782284110824,0.621,0.607,6.66550421153768e-10,"4","USP47"
2.38168121038544e-14,0.297509695302292,0.906,0.935,7.35224989645985e-10,"4","RPS29"
2.68086465822373e-14,0.321210897370697,0.927,0.96,8.27582919993665e-10,"4","RPS27A"
2.89708958632306e-14,0.89908521841499,0.385,0.284,8.94331555297928e-10,"4","FAM118A"
3.07560539966163e-14,0.665428442490464,0.77,0.793,9.49439386875544e-10,"4","USP15"
4.11538626956021e-14,0.417539435342081,0.701,0.613,1.27041974141324e-09,"4","PARP8"
5.30247265862279e-14,0.982562225496073,0.308,0.202,1.63687330971685e-09,"4","RNF125"
5.42958333797172e-14,0.699082359795655,0.737,0.697,1.67611237643187e-09,"4","AC016831.7"
1.00979325389039e-13,0.630918692517307,0.756,0.721,3.11723177475963e-09,"4","LINC01619"
1.27740263487755e-13,0.492516118448728,0.819,0.811,3.943341933867e-09,"4","ELOVL5"
1.57961228420357e-13,1.53308351139872,0.331,0.238,4.87626312133642e-09,"4","PLCL1"
3.70816682484857e-13,1.15782403199535,0.36,0.275,1.14471109883075e-08,"4","ELK3"
5.40365381633635e-13,0.686727811505238,0.618,0.584,1.66810793310303e-08,"4","SEPTIN6"
5.79719593652732e-13,0.742991412918584,0.258,0.157,1.78959438560598e-08,"4","NELL2"
5.85296435823298e-13,1.1364152373524,0.337,0.239,1.80681009738652e-08,"4","MAST4"
6.85717034488805e-13,0.586112555191663,0.791,0.836,2.11680848546694e-08,"4","JAK1"
7.0075533245677e-13,0.588357431791469,0.798,0.81,2.16323171129405e-08,"4","TSC22D3"
9.73671649131045e-13,1.11721530211662,0.295,0.203,3.00572438086753e-08,"4","C21orf91"
1.0483529329287e-12,0.431269152691505,0.744,0.669,3.23626550395089e-08,"4","RGCC"
1.06513205349205e-12,0.609189129508877,0.59,0.572,3.28806264912995e-08,"4","GSPT1"
1.7647036178761e-12,1.01160014592587,0.42,0.338,5.44764006838351e-08,"4","PRDM1"
2.24069709381464e-12,0.809393217926001,0.355,0.248,6.91703192860579e-08,"4","TOX"
2.35520524492596e-12,0.611728699061761,0.662,0.652,7.27051859108645e-08,"4","KAT6A"
2.48619766102698e-12,0.901499520212493,0.33,0.232,7.67489217959029e-08,"4","P2RY8"
2.50107590249501e-12,1.18053086319817,0.26,0.171,7.72082131100209e-08,"4","GOLGA8A"
3.2311533329759e-12,0.272969383640964,0.923,0.951,9.97457033889661e-08,"4","RPS15A"
4.64701012092244e-12,0.529079070159353,0.775,0.803,1.43453202432876e-07,"4","RPS26"
4.98776329612693e-12,0.923502945233012,0.545,0.513,1.53972252951438e-07,"4","ZNF292"
5.09598591476326e-12,0.91895547359219,0.344,0.242,1.57313085188742e-07,"4","MLLT3"
5.229127531525e-12,0.901075515626555,0.476,0.424,1.61423166898177e-07,"4","LUZP1"
5.39876506381348e-12,0.703792839948379,0.448,0.345,1.66659877519922e-07,"4","AC009313.1"
7.07248623245954e-12,0.723562020486847,0.583,0.586,2.18327649996026e-07,"4","NDUFV2"
8.76128563963373e-12,0.749200185985364,0.549,0.525,2.70460887695493e-07,"4","NDFIP1"
9.38271823312252e-12,0.68712514070441,0.485,0.397,2.89644511856492e-07,"4","TMEM131L"
9.59142111948274e-12,0.783677055290093,0.6,0.589,2.96087169958432e-07,"4","USP3"
9.95252787171675e-12,0.389519707523969,0.789,0.838,3.07234535399896e-07,"4","SRSF5"
1.15393686081357e-11,0.691514052825434,0.489,0.416,3.56220308933148e-07,"4","ARAP2"
1.32139402342855e-11,1.1217516537429,0.322,0.234,4.07914335032394e-07,"4","KAT2B"
1.33771914985728e-11,0.735143076855733,0.331,0.231,4.12953901560943e-07,"4","MPP7"
1.42469400548445e-11,0.50303427534704,0.772,0.812,4.3980303949305e-07,"4","LINC01578"
1.53471018136127e-11,0.486598646207642,0.587,0.493,4.73765032986225e-07,"4","BACH2"
1.87411764548773e-11,0.300376453285063,0.916,0.938,5.78540117162062e-07,"4","RPL3"
1.99957038090885e-11,0.702019124393871,0.452,0.379,6.1726737658656e-07,"4","PCED1B-AS1"
2.63763340813635e-11,0.339247989611678,0.784,0.742,8.14237433091692e-07,"4","RALGAPA1"
3.05805334819937e-11,0.338455214763269,0.771,0.828,9.44021068589145e-07,"4","RPL36AL"
3.17940582987992e-11,0.941408357567171,0.535,0.502,9.8148257968393e-07,"4","NCOA2"
3.36986792731821e-11,0.664390804255864,0.434,0.342,1.04027822916313e-06,"4","ACAP1"
3.55891706903202e-11,0.7283681177364,0.494,0.433,1.09863769921019e-06,"4","GALM"
4.62555253820409e-11,0.659366845400499,0.531,0.48,1.4279080685436e-06,"4","NAP1L4"
4.69016285302084e-11,1.13129493694602,0.294,0.211,1.44785327272753e-06,"4","USP3-AS1"
4.94485123422025e-11,1.19278738916367,0.424,0.366,1.52647557600379e-06,"4","GADD45A"
6.69696699405287e-11,0.497387589705505,0.69,0.7,2.06735371106412e-06,"4","WNK1"
7.38975912616443e-11,0.740803669392817,0.601,0.571,2.28121864224696e-06,"4","DDIT4"
9.69242759222051e-11,0.310051852079609,0.916,0.951,2.99205239771847e-06,"4","HLA-A"
1.99700532233747e-10,0.335501510753295,0.77,0.823,6.16475543005576e-06,"4","SUB1"
2.66420898315391e-10,0.89441941084935,0.431,0.38,8.22441313099613e-06,"4","PHTF2"
3.54561889869164e-10,0.687723017866356,0.593,0.56,1.09453255402611e-05,"4","PTPRJ"
4.29513047025567e-10,0.43787333713623,0.721,0.701,1.32590677616792e-05,"4","TNRC6B"
4.30156076055629e-10,0.56999521282001,0.726,0.74,1.32789180678373e-05,"4","HIVEP2"
4.82958515293345e-10,0.605925494161147,0.532,0.466,1.49089293671056e-05,"4","MSI2"
6.91693363349676e-10,1.00693169632829,0.364,0.292,2.13525741266045e-05,"4","RUNX2"
8.32851067137344e-10,0.538905028426811,0.643,0.629,2.57101124425298e-05,"4","DOCK10"
9.39773624400321e-10,0.489541657926367,0.572,0.504,2.90108117852379e-05,"4","ARL4C"
9.60209852162224e-10,0.420262227145834,0.475,0.382,2.96416781362479e-05,"4","AP001011.1"
1.13996522175352e-09,0.792858473182617,0.577,0.571,3.51907263955311e-05,"4","FKBP5"
1.14275158708594e-09,0.763793493805065,0.438,0.375,3.52767414933431e-05,"4","GBP2"
1.15045044793358e-09,0.865088558219107,0.281,0.2,3.55144053277098e-05,"4","JAK3"
1.2699545392879e-09,1.21526572474596,0.319,0.25,3.92034966278175e-05,"4","MFHAS1"
1.44323973853238e-09,0.40266852866394,0.836,0.856,4.45528107284946e-05,"4","KMT2E"
1.69345660691247e-09,0.705845610088701,0.587,0.583,5.2277005455388e-05,"4","HECA"
1.96632692606752e-09,0.267407616905963,0.924,0.948,6.07005122077043e-05,"4","RPL34"
2.27961066045495e-09,0.988970242632394,0.472,0.424,7.03715810882442e-05,"4","GPHN"
2.31102436707294e-09,0.380436268377379,0.742,0.694,7.13413222115417e-05,"4","RGS1"
2.93634287545829e-09,1.03023800245122,0.378,0.316,9.06449045653973e-05,"4","LRRC8C"
3.21398937582185e-09,0.260993609181227,0.948,0.971,9.92158520316206e-05,"4","H3F3B"
3.29271892973611e-09,0.432475405795519,0.504,0.428,0.000101646233360954,"4","TUBA4A"
4.82518273099069e-09,0.961888451607548,0.268,0.193,0.000148953390905683,"4","TRAF3IP3"
6.45271637328675e-09,0.990170648226569,0.274,0.2,0.000199195354443362,"4","AC026979.2"
7.02277699256981e-09,0.810578775441424,0.33,0.253,0.00021679312576063,"4","FAM117A"
1.04289250462067e-08,0.93485935858271,0.287,0.212,0.000321940916176401,"4","DIPK1A"
1.0761809771111e-08,0.615402025743815,0.573,0.554,0.000332217067634195,"4","RPS6KA3"
1.1210392406574e-08,0.600625892773261,0.596,0.596,0.00034606481359094,"4","NSD3"
1.35070816073411e-08,0.560335182876756,0.375,0.296,0.00041696360921862,"4","SPTBN1"
1.37007547319205e-08,0.561246781441884,0.603,0.596,0.000422942298574385,"4","IRF1"
1.43895994400865e-08,0.807269286486118,0.285,0.213,0.000444206934715469,"4","NLRP1"
1.48289419853859e-08,0.892959580246778,0.313,0.246,0.000457769439088863,"4","NSMCE3"
1.62908403839767e-08,0.274334701357044,0.802,0.779,0.000502898242653361,"4","RABGAP1L"
1.68032897171176e-08,0.48193063530674,0.722,0.747,0.000518717553567422,"4","CACYBP"
1.70515341062435e-08,0.744603817308531,0.447,0.392,0.000526380857859736,"4","EMB"
1.82837861578446e-08,0.296529033787575,0.837,0.87,0.000564420478692663,"4","PRRC2C"
1.84528984066101e-08,0.253706427776058,0.895,0.937,0.000569640973812055,"4","RPL14"
2.00861668258834e-08,0.566082251164218,0.431,0.361,0.000620059969915021,"4","PAM"
3.20550633233176e-08,0.385495681154427,0.733,0.716,0.000989539804790814,"4","CRIP1"
3.39349568961492e-08,0.323815590085524,0.65,0.629,0.00104757211938413,"4","CEMIP2"
3.50269734634686e-08,0.251273602856354,0.958,0.972,0.00108128267081728,"4","RPS12"
3.79615245331046e-08,0.778874736598323,0.336,0.263,0.00117187226233694,"4","OXCT1"
4.20268065973485e-08,0.253240243871223,0.912,0.947,0.00129736751966015,"4","RPS4X"
4.53173278745172e-08,0.605927514932234,0.316,0.238,0.00139894591148635,"4","ABLIM1"
5.5347709624061e-08,0.611750610783107,0.379,0.305,0.00170858379609476,"4","RAB27A"
5.63176677366037e-08,0.925944569393305,0.389,0.343,0.00173852640302896,"4","CNST"
5.65581374847225e-08,0.482401325227195,0.698,0.739,0.00174594970415338,"4","RSRP1"
6.00877339775467e-08,0.727439373977384,0.44,0.393,0.00185490834788687,"4","DOK2"
6.64172645190084e-08,0.901188560566126,0.265,0.193,0.00205030095570179,"4","PGAP1"
6.8044674347664e-08,1.06704935351272,0.361,0.311,0.00210053909711239,"4","CDK6"
7.70942930098546e-08,0.267747687390955,0.871,0.91,0.00237990082521421,"4","HLA-C"
9.2921087712628e-08,0.847999195119957,0.296,0.23,0.00286847397768883,"4","IFFO2"
9.72608423702591e-08,0.652738306631014,0.664,0.704,0.0030024422039699,"4","RAP1A"
1.1125998284167e-07,0.99100406966098,0.278,0.219,0.00343459567032234,"4","DEF6"
1.22141951899317e-07,0.268947715404429,0.858,0.901,0.0037705220551319,"4","GPBP1"
1.42994375737381e-07,0.622281387265205,0.544,0.537,0.00441423637901295,"4","ASXL1"
1.46375158747306e-07,0.433224248330641,0.795,0.82,0.00451860115052935,"4","CXCR4"
1.83749613477551e-07,0.861787660415589,0.337,0.281,0.00567235056805201,"4","SENP7"
